18Z 13 05 2017, 328.64, 27.18
00Z 14 05 2017, 209.19, 23.10
06Z 14 05 2017, 41.73, 22.40
12Z 14 05 2017, 314.65, 24.17
18Z 14 05 2017, 50.68, 24.49
00Z 15 05 2017, 38.66, 20.16
06Z 15 05 2017, 94.28, 22.43
12Z 15 05 2017, 279.58, 23.35
18Z 15 05 2017, 0.00, 15.15
00Z 16 05 2017, 0.00, 13.16
06Z 16 05 2017, 0.00, 17.48
12Z 16 05 2017, 6.23, 25.95
18Z 16 05 2017, 0.00, 29.35
00Z 17 05 2017, 0.00, 28.89
06Z 17 05 2017, 0.00, 27.59
12Z 17 05 2017, 0.00, 28.09
18Z 17 05 2017, 0.00, 28.66
00Z 18 05 2017, 0.00, 26.09
06Z 18 05 2017, 0.00, 20.59
12Z 18 05 2017, 0.00, 19.47
18Z 18 05 2017, 0.00, 20.14
00Z 19 05 2017, 0.00, 23.22
06Z 19 05 2017, 0.00, 23.05
12Z 19 05 2017, 0.00, 21.72
18Z 19 05 2017, 305.47, 22.45
00Z 20 05 2017, 23.08, 23.15
06Z 20 05 2017, 1.68, 25.15
12Z 20 05 2017, 0.00, 23.87
18Z 20 05 2017, 10.13, 23.35
00Z 21 05 2017, 0.00, 19.27
06Z 21 05 2017, 0.00, 18.55
12Z 21 05 2017, 9.85, 18.24
18Z 21 05 2017, 5.10, 18.44
00Z 22 05 2017, 0.00, 15.09
06Z 22 05 2017, 0.00, 15.06
12Z 22 05 2017, 0.00, 15.25
18Z 22 05 2017, 0.00, 19.21
00Z 23 05 2017, 0.00, 18.90
06Z 23 05 2017, 0.00, 16.05
12Z 23 05 2017, 2.02, 18.52
18Z 23 05 2017, 74.84, 20.60
00Z 24 05 2017, 123.17, 25.85
06Z 24 05 2017, 4.49, 13.06
12Z 24 05 2017, 24.60, 14.99
18Z 24 05 2017, 37.81, 16.45
00Z 25 05 2017, 3.46, 18.00
06Z 25 05 2017, 0.00, 18.02
12Z 25 05 2017, 5.05, 18.01
18Z 25 05 2017, 0.00, 17.31
00Z 26 05 2017, 0.00, 17.79
06Z 26 05 2017, 0.00, 20.59
12Z 26 05 2017, 0.64, 22.38
18Z 26 05 2017, 1.11, 18.78
00Z 27 05 2017, 0.00, 18.99
06Z 27 05 2017, 0.00, 15.92
12Z 27 05 2017, 0.00, 16.00
18Z 27 05 2017, 0.00, 15.66
00Z 28 05 2017, 0.00, 14.85
06Z 28 05 2017, 0.00, 14.54
12Z 28 05 2017, 0.00, 13.21
18Z 28 05 2017, 0.00, 26.06
00Z 29 05 2017, 87.87, 30.99
06Z 29 05 2017, 0.00, 30.72
12Z 29 05 2017, 112.94, 34.96
18Z 29 05 2017, 599.14, 33.53
